Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
SALE,RetailMeNot Inc.,9.32,$499.92M,2013,Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale,
RTRX,Retrophin Inc.,19.31,$690.26M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx,
RVNC,Revance Therapeutics Inc.,27.54,$659.6M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc,
RVLT,Revolution Lighting Technologies Inc.,0.94,$131.5M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt,
RWLK,ReWalk Robotics Ltd,9.33,$113.32M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk,
REXX,Rex Energy Corporation,2.73,$150.1M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx,
RFIL,RF Industries Ltd.,4.57,$39.17M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil,
RGCO,RGC Resources Inc.,20.518,$97.08M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco,
RIBT,RiceBran Technologies,2.14,$20.39M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt,
RIBTW,RiceBran Technologies,0.7,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw,
RELL,Richardson Electronics Ltd.,5.95,$76.55M,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell,
RIGL,Rigel Pharmaceuticals Inc.,3.07,$271.71M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl,
NAME,Rightside Group Ltd.,8.82,$166.41M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/name,
RNET,RigNet Inc.,30.48,$539.28M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet,
RITT,RIT Technologies Ltd.,1.66,$25.8M,1997,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ritt,
RITTW,RIT Technologies Ltd.,0.3799,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rittw,
RTTR,Ritter Pharmaceuticals Inc.,2.59,$20.18M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr,
RIVR,River Valley Bancorp.,22.16,$55.7M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rivr,
RVSB,Riverview Bancorp Inc,4.83,$108.71M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb,
RLJE,RLJ Entertainment Inc.,0.65,$8.37M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje,
RMGN,RMG Networks Holding Corporation,0.7398,$27.29M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn,
ROBO,Robo-Stox Global Robotics and Automation Index ETF,23.35,$107.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo,
RCPI,Rock Creek Pharmaceuticals Inc.,0.89,$9.68M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/rcpi,
FUEL,Rocket Fuel Inc.,4.95,$211.39M,2013,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/fuel,
RMTI,Rockwell Medical Inc.,13.46,$676M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti,
RCKY,Rocky Brands Inc.,14.7,$111.2M,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky,
RMCF,Rocky Mountain Chocolate Factory Inc.,11.43,$67.93M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf,
RSTI,Rofin-Sinar Technologies Inc.,27.41,$772.46M,1996,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rsti,
ROIQ,ROI Acquisition Corp. II,10,$156.25M,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiq,
ROIQU,ROI Acquisition Corp. II,10.63,$132.88M,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiqu,
ROIQW,ROI Acquisition Corp. II,0.4,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiqw,
ROKA,Roka Bioscience Inc.,1.9,$34.28M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka,
ROSG,Rosetta Genomics Ltd.,2.35,$34.08M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg,
ROST,Ross Stores Inc.,50.3,$20.53B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost,
ROVI,Rovi Corporation,11.44,$994.32M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rovi,
RBPAA,Royal Bancshares of Pennsylvania Inc.,2.01,$56.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa,
RGLD,Royal Gold Inc.,51.51,$3.36B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld,
ROYL,Royale Energy Inc.,0.65,$9.77M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royl,
RPXC,RPX Corporation,14.99,$821.56M,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc,
RRM,RR Media Ltd.,8.19,$142.46M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rrm,
RTIX,RTI Surgical Inc.,5.08,$292.7M,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix,
RBCN,Rubicon Technology Inc.,1.22,$31.97M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn,
RUSHA,Rush Enterprises Inc.,26.92,$1.09B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha,
RUSHB,Rush Enterprises Inc.,24.68,$996.04M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb,
RUTH,Ruth&#39;s Hospitality Group Inc.,15.49,$545.43M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth,
RXII,RXI Pharmaceuticals Corporation,0.48,$31.18M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii,
RYAAY,Ryanair Holdings plc,80.19,$21.82B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay,
STBA,S&T Bancorp Inc.,32.65,$1.14B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba,
SANW,S&W Seed Company,4.73,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw,
SBRA,Sabra Healthcare REIT Inc.,23.69,$1.54B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra,
SBRAP,Sabra Healthcare REIT Inc.,25.51,$146.68M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap,
SABR,Sabre Corporation,29.58,$8.1B,2014,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/sabr,
SAEX,SAExploration Holdings Inc.,2.55,$38.05M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex,
SAFT,Safety Insurance Group Inc.,58.51,$883.05M,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft,
SAGE,Sage Therapeutics Inc.,45.6,$1.31B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage,
SGNT,Sagent Pharmaceuticals Inc.,17.23,$563.24M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgnt,
SAIA,Saia Inc.,32.6,$819.19M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia,
SAJA,Sajan Inc.,4.89,$23.37M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/saja,
SALM,Salem Media Group Inc.,6.27,$159.62M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm,
SAL,Salisbury Bancorp Inc.,29.2,$79.75M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal,
SAFM,Sanderson Farms Inc.,67.01,$1.5B,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm,
SNDK,SanDisk Corporation,69.97,$14.3B,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/sndk,
SASR,Sandy Spring Bancorp Inc.,26.88,$660.36M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr,
SGMO,Sangamo BioSciences Inc.,6.31,$440.82M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo,
SANM,Sanmina Corporation,23.73,$1.91B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm,
GCVRZ,Sanofi,0.154,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz,
SPNS,Sapiens International Corporation N.V.,11.45,$548.81M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns,
SRPT,Sarepta Therapeutics Inc.,27.93,$1.16B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt,
SBFG,SB Financial Group Inc.,10.08,$49.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg,
SBFGP,SB Financial Group Inc.,12.07,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp,
SBAC,SBA Communications Corporation,110.38,$14.1B,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac,
SCSC,ScanSource Inc.,38.38,$1.06B,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc,
SMIT,Schmitt Industries Inc.,2.73,$8.18M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit,
SCHN,Schnitzer Steel Industries Inc.,17.6,$472.21M,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn,
SCHL,Scholastic Corporation,40.71,$1.39B,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl,
SCLN,SciClone Pharmaceuticals Inc.,7.37,$370.35M,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln,
SGMS,Scientific Games Corp,11.15,$960.06M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms,
SQI,SciQuest Inc.,10.29,$286.19M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sqi,
SCYX,SCYNEXIS Inc.,6.95,$96.63M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx,
SEAC,SeaChange International Inc.,7.14,$239.88M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac,
SBCF,Seacoast Banking Corporation of Florida,14.91,$495.32M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf,
STX,Seagate Technology.,39.56,$11.95B,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx,
SHIP,Seanergy Maritime Holdings Corp,0.678,$31.57M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship,
SRSC,Sears Canada Inc. ,6.97,$710.09M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/srsc,
SHLD,Sears Holdings Corporation,23.88,$2.55B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld,
SHLDW,Sears Holdings Corporation,18.5,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw,
SHOS,Sears Hometown and Outlet Stores Inc.,8.35,$189.73M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos,
SPNE,SeaSpine Holdings Corporation,15.62,$173.6M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne,
SGEN,Seattle Genetics Inc.,39.73,$4.98B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen,
EYES,Second Sight Medical Products Inc.,7.9,$283.03M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes,
SNFCA,Security National Financial Corporation,6.32,$88.41M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca,
SEIC,SEI Investments Company,50.14,$8.32B,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic,
SLCT,Select Bancorp Inc.,7.71,$88.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct,
SCSS,Select Comfort Corporation,23.03,$1.18B,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss,
SLTC,Selectica Inc.,3.83,$42.42M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sltc,
SIGI,Selective Insurance Group Inc.,34.98,$2B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi,
LEDS,SemiLEDS Corporation,0.4501,$13.08M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds,
SMLR,Semler Scientific Inc.,3.14,$15.65M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/smlr,
SMTC,Semtech Corporation,17.2,$1.12B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc,
SENEA,Seneca Foods Corp.,29.62,$293.95M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea,
SENEB,Seneca Foods Corp.,32,$317.57M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb,
SNMX,Senomyx Inc.,5.46,$239.7M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx,
SQNM,Sequenom Inc.,2.06,$244.04M,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sqnm,
SQBG,Sequential Brands Group Inc.,13.6,$544.38M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg,
MCRB,Seres Therapeutics Inc.,30.93,$1.21B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb,
SREV,ServiceSource International Inc.,4.43,$381.05M,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev,
SFBS,ServisFirst Bancshares Inc.,40.13,$1.04B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs,
SEV,Sevcon Inc.,12.08,$44.62M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev,
SVBI,Severn Bancorp Inc,5.17,$52.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi,
SFXE,SFX Entertainment Inc.,1.17,$114.25M,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/sfxe,
SGOC,SGOCO Group Ltd,0.5579,$9.72M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc,
GAME,Shanda Games Limited,6.95,$1.87B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/game,
SMED,Sharps Compliance Corp,10.04,$154.48M,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed,
SHEN,Shenandoah Telecommunications Co,46.17,$1.12B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen,
SHLO,Shiloh Industries Inc.,6.98,$120.4M,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo,
SHPG,Shire plc,209.63,$41.96B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg,
SCVL,Shoe Carnival Inc.,22.4,$458.65M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl,
SHBI,Shore Bancshares Inc,9.76,$123.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi,
SHOR,ShoreTel Inc.,8.37,$546.79M,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor,
SFLY,Shutterfly Inc.,38.78,$1.41B,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly,
SIFI,SI Financial Group Inc.,12.23,$149.55M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi,
SIEB,Siebert Financial Corp.,1.42,$31.36M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb,
SIEN,Sientra Inc.,5.77,$86.47M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien,
BSRR,Sierra Bancorp,16.41,$220.02M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr,
SWIR,Sierra Wireless Inc.,23.48,$757.29M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir,
SIFY,Sify Technologies Limited,1.193,$212.99M,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/sify,
SIGM,Sigma Designs Inc.,8.09,$290M,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm,
SIAL,Sigma-Aldrich Corporation,139.6,$16.72B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/sial,
SGMA,SigmaTron International Inc.,6.87,$28.62M,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma,
SGNL,Signal Genetics Inc.,1.01,$7.95M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/sgnl,
SBNY,Signature Bank,140.76,$7.16B,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny,
SBNYW,Signature Bank,106.61,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw,
SLGN,Silgan Holdings Inc.,55.65,$3.36B,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn,
SILC,Silicom Ltd,32.68,$237.74M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc,
SGI,Silicon Graphics International Corp,4.03,$142.78M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sgi,
SLAB,Silicon Laboratories Inc.,45.88,$1.97B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab,
SIMO,Silicon Motion Technology Corporation,29.82,$1.01B,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo,
SPIL,Siliconware Precision Industries Company Ltd.,7.01,$4.37B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil,
SSRI,Silver Standard Resources Inc.,7.44,$600.81M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssri,
SAMG,Silvercrest Asset Management Group Inc.,11.5,$145.88M,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg,
SFNC,Simmons First National Corporation,48.07,$1.44B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc,
SLP,Simulations Plus Inc.,9.17,$154.9M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp,
SINA,Sina Corporation,45.96,$2.76B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina,
SBGI,Sinclair Broadcast Group Inc.,29.66,$2.83B,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi,
SMAC,Sino Mercury Acquisition Corp.,10.07,$53.47M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smac,
SMACR,Sino Mercury Acquisition Corp.,0.52,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smacr,
SMACU,Sino Mercury Acquisition Corp.,10.2,$42.94M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/smacu,
SINO,Sino-Global Shipping America Ltd.,0.8,$6.7M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino,
SVA,Sinovac Biotech Ltd.,5.3,$295.79M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva,
SIRI,Sirius XM Holdings Inc.,3.96,$21.08B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri,
SIRO,Sirona Dental Systems Inc.,103.28,$5.77B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/siro,
SITO,SITO Mobile Ltd.,3.29,$53.76M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sito,
SZMK,Sizmek Inc.,6.49,$191.78M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/szmk,
SKUL,Skullcandy Inc.,5.66,$160.93M,2011,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/skul,
SKYS,Sky Solar Holdings Ltd.,7,$341.27M,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/skys,
SKLN,Skyline Medical Inc.,2.7401,$9.08M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln,
SKLNU,Skyline Medical Inc.,7.2501,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sklnu,
MOBI,Sky-mobi Limited,2.76,$77.56M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobi,
SPU,SkyPeople Fruit Juice Inc.,n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/spu,
SKBI,Skystar Bio-Pharmaceutical Company,1.55,$13.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/skbi,
SKYW,SkyWest Inc.,18.92,$957.4M,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw,
SWKS,Skyworks Solutions Inc.,79.6,$15.18B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks,
ISM,SLM Corporation,21.86,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism,
JSM,SLM Corporation,17.1,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm,
OSM,SLM Corporation,23.14,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/osm,
SLM,SLM Corporation,6.93,$2.95B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm,
SLMAP,SLM Corporation,43.51,$143.58M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap,
SLMBP,SLM Corporation,49,$196M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp,
SMT,SMART Technologies Inc.,0.4718,$57.76M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/smt,
SPRO,SmartPros Ltd.,2.67,$12.26M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/spro,
SWHC,Smith & Wesson Holding Corporation,18.63,$1.01B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/swhc,
SMSI,Smith Micro Software Inc.,0.8,$36.96M,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi,
SMTX,SMTC Corporation,1.58,$25.94M,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx,
SMTP,SMTP Inc.,5.25,$33.67M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/smtp,
LNCE,Snyder&#39;s-Lance Inc.,35.51,$2.51B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce,
SODA,SodaStream International Ltd.,14.98,$314.86M,2010,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda,
SOHU,Sohu.com Inc.,47.75,$1.84B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu,
SLRC,Solar Capital Ltd.,17.08,$725.3M,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc,
SUNS,Solar Senior Capital Ltd.,15.09,$174.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/suns,
SLTD,Solar3D Inc.,2.88,$51.08M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sltd,
SCTY,SolarCity Corporation,44.16,$4.29B,2012,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/scty,
SEDG,SolarEdge Technologies Inc.,22.45,$882.29M,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg,
SZYM,Solazyme Inc.,3.25,$260.62M,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/szym,
SONC,Sonic Corp.,26.1,$1.36B,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc,
SOFO,Sonic Foundry Inc.,7.61,$33.21M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo,
SONS,Sonus Networks Inc.,6.58,$326.28M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons,
SPHS,Sophiris Bio Inc.,0.86,$14.49M,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs,
SORL,SORL Auto Parts Inc.,2.1,$40.54M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl,
SRNE,Sorrento Therapeutics Inc.,8.98,$339.1M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne,
SOHO,Sotherly Hotels Inc.,6.65,$95.03M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho,
SOHOL,Sotherly Hotels LP,25.7509,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohol,
SOHOM,Sotherly Hotels LP,25.2701,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sohom,
SFBC,Sound Financial Bancorp Inc.,20.96,$51.68M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc,
SSB,South State Corporation,77.01,$1.86B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb,
SOCB,Southcoast Financial Corporation,13.44,$95.47M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/socb,
SFST,Southern First Bancshares Inc.,21.19,$132.14M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst,
SMBC,Southern Missouri Bancorp Inc.,22.025,$163.53M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc,
SONA,Southern National Bancorp of Virginia Inc.,11.63,$142.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona,
SBSI,Southside Bancshares Inc.,27.31,$692.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi,
OKSB,Southwest Bancorp Inc.,17.62,$335.38M,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb,
SP,SP Plus Corporation,24.73,$549.36M,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp,
SPAN,Span-America Medical Systems Inc.,17.99,$53.77M,1983,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/span,
SBSA,Spanish Broadcasting System Inc.,5.35,$34.81M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbsa,
SGRP,SPAR Group Inc.,1.28,$26.31M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp,
SPKE,Spark Energy Inc.,17.07,$236.37M,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke,
